Student #,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating
14679,39,38,49,38,25,Dragonslayer,32
14680,45,16,22,5,20,Thought-Talon,19
14681,20,17,31,48,45,Humblescrumble,20
14682,44,12,21,47,36,Serpentyne,32
14683,42,27,8,25,27,Serpentyne,15
14684,33,34,17,38,30,Humblescrumble,26
14685,36,21,19,30,29,Thought-Talon,19
14686,9,22,3,9,49,Humblescrumble,17
14687,25,43,37,4,58,Thought-Talon,21
14688,6,27,42,16,37,Dragonslayer,12
14689,60,56,33,50,43,Thought-Talon,37
14690,39,32,44,18,52,Thought-Talon,37
14691,10,46,31,21,14,Humblescrumble,26
14692,20,39,13,10,22,Humblescrumble,17
14693,24,28,11,45,20,Serpentyne,25
14694,8,57,54,36,45,Dragonslayer,34
14695,14,41,12,31,34,Humblescrumble,22
14696,20,43,24,19,26,Dragonslayer,25
14697,42,11,38,46,39,Serpentyne,27
14698,45,41,22,25,36,Thought-Talon,33
14699,14,39,21,49,23,Humblescrumble,19
14700,16,58,22,58,16,Humblescrumble,23
14701,19,28,43,22,19,Dragonslayer,30
14702,49,23,17,42,17,Serpentyne,24
14703,54,54,48,29,32,Thought-Talon,35
14704,38,35,6,23,29,Dragonslayer,7
14705,17,32,51,49,22,Dragonslayer,28
14706,19,16,28,20,46,Serpentyne,19
14707,15,32,31,70,28,Humblescrumble,17
14708,32,16,14,16,64,Thought-Talon,19
14709,38,32,22,12,36,Thought-Talon,20
14710,20,42,6,19,19,Humblescrumble,22
14711,56,18,42,44,38,Thought-Talon,29
14712,56,38,14,48,23,Serpentyne,31
14713,69,28,28,41,23,Dragonslayer,26
14714,10,58,29,29,22,Humblescrumble,24
14715,48,60,33,23,25,Humblescrumble,42
14716,41,12,38,76,60,Serpentyne,41
14717,33,11,8,70,53,Dragonslayer,11
14718,35,58,32,16,48,Humblescrumble,27
14719,46,45,30,34,37,Dragonslayer,38
14720,26,38,55,35,55,Dragonslayer,39
14721,49,23,16,25,28,Thought-Talon,21
14722,21,42,58,15,48,Thought-Talon,23
14723,49,49,39,33,44,Humblescrumble,29
14724,35,38,25,29,24,Dragonslayer,39
14725,19,9,16,65,12,Humblescrumble,10
14726,10,65,28,39,18,Humblescrumble,27
14727,47,24,57,46,56,Dragonslayer,37
14728,24,35,15,16,51,Dragonslayer,21
14729,18,39,66,9,58,Humblescrumble,26
14730,38,24,36,33,35,Dragonslayer,18
14731,42,24,61,49,36,Dragonslayer,33
14732,59,28,64,19,54,Thought-Talon,46
14733,56,31,60,36,12,Dragonslayer,38
14734,18,59,25,17,25,Humblescrumble,19
14735,51,39,31,15,28,Thought-Talon,27
14736,60,19,56,31,42,Dragonslayer,32
14737,38,48,33,20,51,Thought-Talon,33
14738,18,18,21,69,10,Serpentyne,22
14739,41,24,39,30,17,Dragonslayer,28
14740,23,14,12,19,37,Thought-Talon,11
14741,46,23,38,45,17,Serpentyne,30
14742,41,28,12,14,11,Humblescrumble,17
14743,26,27,48,30,52,Dragonslayer,34
14744,24,68,39,37,38,Humblescrumble,31
14745,29,49,46,29,39,Dragonslayer,34
14746,23,14,19,51,17,Serpentyne,23
14747,25,64,58,4,31,Thought-Talon,25
14748,51,38,61,44,28,Dragonslayer,30
14749,4,47,32,12,22,Humblescrumble,17
14750,57,10,52,32,20,Dragonslayer,38
14751,22,43,46,38,50,Thought-Talon,27
14752,47,44,32,49,21,Serpentyne,34
14753,49,59,20,23,49,Humblescrumble,27
14754,27,42,47,35,25,Dragonslayer,31
14755,46,19,21,20,17,Dragonslayer,21
14756,59,11,36,32,48,Thought-Talon,34
14757,5,44,35,41,42,Dragonslayer,18
14758,19,43,35,34,58,Humblescrumble,23
14759,47,11,12,9,13,Thought-Talon,10
14760,43,38,37,27,37,Thought-Talon,40
14761,12,38,35,48,24,Dragonslayer,17
14762,41,34,9,23,37,Humblescrumble,22
14763,25,21,20,5,39,Serpentyne,25
14764,38,65,31,15,19,Thought-Talon,24
14765,40,72,75,32,35,Dragonslayer,44
14766,41,44,27,16,24,Serpentyne,12
14767,36,56,41,12,16,Humblescrumble,31
14768,21,8,16,37,27,Humblescrumble,14
14769,29,28,34,20,63,Thought-Talon,25
14770,52,48,65,16,48,Thought-Talon,60
14771,32,12,10,61,31,Serpentyne,31
14772,34,29,69,63,36,Dragonslayer,35
14773,58,46,63,44,13,Dragonslayer,40
14774,34,10,10,11,45,Serpentyne,28
14775,26,31,7,12,14,Humblescrumble,13
14776,12,35,66,71,46,Dragonslayer,41
14777,36,25,43,29,10,Dragonslayer,29
14778,19,23,38,36,28,Dragonslayer,21
14779,38,56,33,10,16,Humblescrumble,35
14780,30,51,47,16,11,Humblescrumble,26
14781,60,36,54,29,38,Thought-Talon,42
14782,10,10,15,20,52,Dragonslayer,11
14783,33,35,45,24,31,Thought-Talon,31
14784,19,24,15,62,26,Serpentyne,20
14785,13,42,28,44,16,Serpentyne,19
14786,69,23,16,35,23,Serpentyne,25
14787,48,21,36,15,31,Thought-Talon,24
14788,6,14,49,18,15,Dragonslayer,15
14789,23,4,31,19,59,Thought-Talon,12
14790,26,47,10,58,30,Serpentyne,27
14791,16,45,50,29,31,Dragonslayer,30
14792,12,57,7,56,17,Humblescrumble,21
14793,27,26,16,40,12,Humblescrumble,12
14794,8,6,25,23,9,Dragonslayer,11
14795,51,16,13,36,15,Serpentyne,19
14796,23,62,53,11,55,Thought-Talon,26
14797,13,50,31,28,29,Humblescrumble,15
14798,27,22,2,32,19,Serpentyne,19
14799,16,17,41,47,34,Dragonslayer,20
14800,34,9,36,9,33,Thought-Talon,18
14801,39,30,24,49,39,Humblescrumble,12
14802,74,27,8,26,12,Humblescrumble,16
14803,29,13,68,69,62,Humblescrumble,18
14804,25,47,27,6,31,Serpentyne,21
14805,24,44,40,17,27,Thought-Talon,27
14806,36,61,58,40,17,Humblescrumble,35
14807,59,17,51,40,29,Dragonslayer,27
14808,31,34,20,43,31,Humblescrumble,15
14809,31,10,18,44,27,Serpentyne,31
14810,52,32,58,16,13,Humblescrumble,23
14811,11,6,30,10,20,Dragonslayer,16
14812,59,64,22,19,46,Humblescrumble,38
14813,18,16,8,17,52,Thought-Talon,10
14814,10,23,31,17,51,Serpentyne,12
14815,51,72,31,18,60,Humblescrumble,33
14816,21,43,18,32,52,Serpentyne,13
14817,13,22,35,38,41,Dragonslayer,22
14818,19,6,36,45,28,Serpentyne,25
14819,14,7,7,48,48,Dragonslayer,8
14820,15,34,29,19,19,Thought-Talon,12
14821,30,30,32,47,30,Dragonslayer,43
14822,46,41,63,48,46,Dragonslayer,44
14823,35,36,46,15,55,Thought-Talon,39
14824,59,55,27,27,17,Humblescrumble,36
14825,66,18,19,56,46,Thought-Talon,27
14826,11,25,28,16,37,Humblescrumble,11
14827,22,57,29,18,18,Humblescrumble,23
14828,15,25,34,24,65,Thought-Talon,22
14829,29,75,16,33,37,Serpentyne,24
14830,20,21,37,33,45,Dragonslayer,26
14831,29,43,45,58,11,Dragonslayer,32
14832,3,17,9,27,24,Humblescrumble,19
14833,39,25,36,49,12,Serpentyne,25
14834,36,40,36,37,31,Serpentyne,19
14835,43,32,18,41,21,Serpentyne,23
14836,51,15,33,37,13,Serpentyne,24
14837,27,21,25,11,44,Serpentyne,34
14838,45,28,7,16,41,Thought-Talon,35
14839,60,37,18,14,51,Humblescrumble,19
14840,58,43,28,13,54,Serpentyne,31
14841,32,10,32,34,11,Serpentyne,19
14842,36,10,25,31,52,Dragonslayer,12
14843,19,4,22,35,10,Serpentyne,25
14844,41,33,9,52,29,Serpentyne,32
14845,31,30,67,47,62,Dragonslayer,46
14846,31,17,34,53,42,Serpentyne,33
14847,4,62,28,38,55,Humblescrumble,19
14848,20,57,16,9,14,Serpentyne,6
14849,36,20,11,19,27,Serpentyne,16
14850,20,12,24,20,11,Dragonslayer,10
14851,46,43,33,29,41,Dragonslayer,32
14852,40,39,27,37,39,Dragonslayer,42
14853,14,33,21,41,9,Humblescrumble,13
14854,9,53,17,30,49,Serpentyne,14
14855,26,54,45,5,16,Dragonslayer,12
14856,13,42,20,24,57,Humblescrumble,27
14857,56,47,32,54,29,Serpentyne,36
14858,12,43,30,45,27,Humblescrumble,16
14859,21,5,13,36,28,Serpentyne,22
14860,46,17,22,16,24,Serpentyne,11
14861,35,43,39,39,28,Dragonslayer,36
14862,45,27,34,33,10,Serpentyne,21
14863,37,54,24,14,39,Dragonslayer,19
14864,31,59,8,35,47,Serpentyne,21
14865,74,30,13,27,35,Dragonslayer,16
14866,9,31,20,54,39,Humblescrumble,19
14867,12,27,32,13,33,Humblescrumble,13
14868,8,46,24,15,62,Humblescrumble,21
14869,28,15,21,19,28,Thought-Talon,23
14870,35,40,6,49,22,Serpentyne,31
14871,18,17,12,63,34,Dragonslayer,12
14872,8,34,25,44,14,Thought-Talon,7
14873,33,38,32,21,36,Thought-Talon,31
14874,35,23,69,16,18,Serpentyne,6
14875,9,26,22,18,65,Humblescrumble,23
14876,31,38,45,54,45,Dragonslayer,42
14877,71,30,26,52,36,Serpentyne,30
14878,57,14,26,63,33,Thought-Talon,24
14879,50,32,34,63,26,Serpentyne,44
14880,24,24,13,30,73,Humblescrumble,24
14881,26,33,5,29,67,Dragonslayer,4
14882,53,27,34,48,72,Humblescrumble,25
14883,32,24,20,13,12,Humblescrumble,16
14884,39,18,61,30,49,Dragonslayer,38
14885,59,41,31,29,40,Dragonslayer,33
14886,27,45,23,14,7,Thought-Talon,6
14887,46,41,54,30,18,Serpentyne,17
14888,19,49,54,38,8,Dragonslayer,34
14889,31,22,42,45,14,Serpentyne,28
14890,12,21,19,41,6,Serpentyne,11
14891,28,26,58,8,37,Serpentyne,25
14892,62,43,30,46,14,Serpentyne,26
14893,53,23,8,31,24,Thought-Talon,16
14894,22,59,28,35,44,Serpentyne,14
14895,19,44,34,24,52,Thought-Talon,23
14896,62,49,54,47,39,Dragonslayer,50
14897,50,38,28,5,29,Thought-Talon,27
14898,7,20,37,66,44,Dragonslayer,24
14899,2,32,8,37,12,Humblescrumble,15
14900,26,35,42,42,30,Dragonslayer,29
14901,43,21,71,21,6,Dragonslayer,25
14902,38,17,23,52,58,Humblescrumble,25
14903,25,40,42,8,39,Thought-Talon,31
14904,51,42,52,22,11,Humblescrumble,30
14905,13,27,13,13,34,Humblescrumble,14
14906,32,34,23,58,38,Humblescrumble,28
14907,35,57,7,39,26,Humblescrumble,30
14908,22,69,33,54,54,Humblescrumble,22
14909,27,27,45,27,30,Dragonslayer,35
14910,53,35,67,35,22,Dragonslayer,28
14911,36,46,24,24,13,Humblescrumble,31
14912,9,21,34,29,23,Thought-Talon,5
14913,66,33,30,20,48,Thought-Talon,33
14914,50,38,10,44,59,Dragonslayer,14
14915,24,14,33,31,53,Serpentyne,27
14916,6,41,43,51,41,Dragonslayer,23
14917,17,45,22,14,18,Humblescrumble,18
14918,37,48,29,36,10,Serpentyne,18
14919,62,24,21,4,41,Serpentyne,22
14920,57,31,43,22,40,Dragonslayer,18
14921,61,18,16,39,50,Serpentyne,28
14922,21,41,26,29,61,Dragonslayer,29
14923,39,28,26,29,60,Dragonslayer,37
14924,38,22,27,35,21,Dragonslayer,21
14925,27,36,23,57,17,Serpentyne,23
14926,39,50,36,40,29,Dragonslayer,34
14927,26,43,52,16,28,Thought-Talon,25
14928,11,28,36,22,38,Humblescrumble,18
14929,31,16,38,20,25,Dragonslayer,24
14930,62,38,37,21,29,Thought-Talon,37
14931,46,7,22,16,60,Serpentyne,41
14932,36,30,45,55,32,Dragonslayer,34
14933,30,65,42,33,41,Serpentyne,25
14934,46,42,36,46,26,Dragonslayer,37
14935,39,24,39,30,30,Dragonslayer,28
14936,71,9,27,65,27,Serpentyne,50
14937,55,64,18,33,13,Humblescrumble,45
14938,24,10,29,48,37,Serpentyne,15
14939,25,38,17,6,39,Humblescrumble,24
14940,40,25,36,47,65,Serpentyne,39
14941,46,25,21,35,5,Serpentyne,25
14942,31,40,36,9,3,Humblescrumble,32
14943,30,59,16,40,15,Serpentyne,31
14944,61,25,28,20,62,Thought-Talon,39
14945,3,51,23,16,55,Humblescrumble,26
14946,44,32,19,12,29,Humblescrumble,18
14947,47,18,25,12,31,Thought-Talon,40
14948,20,51,8,27,64,Humblescrumble,26
14949,29,10,18,60,21,Serpentyne,35
14950,53,9,54,13,27,Thought-Talon,20
14951,12,13,16,25,58,Humblescrumble,27
14952,33,36,52,43,42,Dragonslayer,34
14953,29,15,48,4,30,Thought-Talon,15
14954,46,22,22,55,50,Dragonslayer,28
14955,46,22,9,43,21,Dragonslayer,6
14956,26,35,40,25,36,Dragonslayer,31
14957,46,38,24,36,39,Thought-Talon,25
14958,64,18,32,38,14,Thought-Talon,18
14959,38,15,42,54,43,Serpentyne,33
14960,56,32,16,43,22,Serpentyne,31
14961,35,32,45,59,59,Dragonslayer,35
14962,7,27,45,20,51,Dragonslayer,25
14963,10,62,63,64,31,Thought-Talon,10
14964,9,48,28,9,41,Humblescrumble,23
14965,36,14,37,39,35,Serpentyne,22
14966,18,36,27,47,17,Thought-Talon,9
14967,41,66,31,23,46,Thought-Talon,27
14968,31,20,28,46,27,Serpentyne,28
14969,21,7,13,22,12,Humblescrumble,11
14970,11,43,43,33,22,Dragonslayer,20
14971,17,25,35,24,26,Humblescrumble,14
14972,65,27,18,7,19,Thought-Talon,16
14973,17,44,46,30,34,Serpentyne,19
14974,44,34,39,36,50,Thought-Talon,41
14975,8,39,12,40,54,Humblescrumble,30
14976,19,47,30,16,31,Humblescrumble,18
14977,13,24,43,36,50,Dragonslayer,26
14978,14,49,23,18,24,Humblescrumble,23
14979,31,29,23,22,55,Serpentyne,29
14980,33,14,37,3,9,Humblescrumble,11
14981,34,23,29,26,53,Serpentyne,33
14982,33,27,31,23,27,Thought-Talon,26
14983,35,31,8,56,51,Dragonslayer,14
14984,20,60,46,65,33,Dragonslayer,23
14985,32,36,26,47,43,Dragonslayer,38
14986,66,5,66,29,10,Dragonslayer,32
14987,25,44,26,49,39,Dragonslayer,31
14988,15,27,30,53,57,Humblescrumble,27
14989,45,23,10,12,36,Thought-Talon,22
14990,62,51,1,35,58,Dragonslayer,0
14991,48,18,51,15,28,Thought-Talon,26
14992,34,12,20,6,24,Thought-Talon,26
14993,21,22,48,4,21,Thought-Talon,23
14994,6,24,57,21,20,Dragonslayer,16
14995,11,19,54,42,19,Dragonslayer,34
14996,38,32,43,30,33,Dragonslayer,29
14997,56,11,8,27,33,Thought-Talon,22
14998,28,48,23,64,37,Dragonslayer,28
14999,20,43,35,48,15,Serpentyne,22
15000,38,39,60,69,41,Humblescrumble,18
15001,29,37,28,9,58,Humblescrumble,23
15002,39,42,19,61,35,Serpentyne,26
15003,28,33,52,57,45,Dragonslayer,41
15004,33,38,38,33,33,Dragonslayer,35
15005,48,43,10,23,34,Thought-Talon,20
15006,60,48,29,9,42,Thought-Talon,33
15007,45,61,16,49,19,Humblescrumble,38
15008,54,45,50,39,36,Serpentyne,24
15009,42,62,43,33,23,Humblescrumble,38
15010,12,38,33,33,26,Humblescrumble,18
15011,59,49,47,36,15,Thought-Talon,8
15012,16,15,4,36,57,Humblescrumble,21
15013,47,49,14,55,14,Serpentyne,38
15014,49,32,40,17,43,Thought-Talon,38
15015,49,24,13,34,47,Thought-Talon,27
15016,32,30,36,42,55,Dragonslayer,40
15017,22,14,46,31,38,Humblescrumble,23
15018,62,41,43,35,41,Humblescrumble,22
15019,31,34,18,16,46,Humblescrumble,18
15020,5,66,32,53,24,Humblescrumble,31
15021,23,76,55,15,32,Humblescrumble,28
15022,46,12,12,59,32,Serpentyne,42
15023,16,34,65,21,36,Dragonslayer,20
15024,7,40,16,20,9,Humblescrumble,16
15025,47,25,18,14,19,Thought-Talon,18
15026,29,50,13,26,36,Humblescrumble,25
15027,26,19,39,13,24,Thought-Talon,16
15028,41,6,3,54,18,Serpentyne,36
15029,21,26,49,30,15,Serpentyne,21
15030,31,15,48,24,12,Dragonslayer,21
15031,10,19,32,53,49,Humblescrumble,13
15032,63,21,32,9,48,Thought-Talon,40
15033,39,38,42,42,55,Humblescrumble,29
15034,19,24,6,35,39,Serpentyne,17
15035,4,15,53,19,27,Serpentyne,8
15036,46,25,17,18,12,Dragonslayer,13
15037,33,19,53,14,56,Serpentyne,37
15038,25,39,34,26,25,Dragonslayer,36
15039,55,22,41,31,34,Thought-Talon,28
15040,19,44,30,49,43,Dragonslayer,15
15041,65,37,29,50,54,Humblescrumble,19
15042,46,62,43,38,35,Humblescrumble,38
15043,42,38,21,20,45,Thought-Talon,28
15044,36,39,13,35,10,Humblescrumble,19
15045,35,52,41,60,29,Dragonslayer,37
15046,12,28,59,55,10,Serpentyne,18
15047,20,39,40,5,18,Thought-Talon,18
15048,14,37,22,17,47,Humblescrumble,23
15049,26,31,26,13,36,Humblescrumble,19
15050,44,52,57,20,19,Humblescrumble,38
15051,38,39,19,16,17,Humblescrumble,24
15052,4,44,22,61,26,Humblescrumble,23
15053,23,56,29,25,21,Serpentyne,12
15054,43,39,21,22,8,Humblescrumble,22
15055,42,26,17,50,19,Thought-Talon,16
15056,28,14,28,32,10,Dragonslayer,11
15057,24,23,10,51,46,Serpentyne,26
15058,42,41,49,24,35,Thought-Talon,44
15059,58,29,48,53,11,Serpentyne,31
15060,40,60,32,16,72,Thought-Talon,38
15061,48,44,14,24,52,Humblescrumble,24
15062,46,10,17,44,59,Serpentyne,26
15063,10,35,29,48,71,Humblescrumble,27
15064,45,42,35,18,62,Dragonslayer,12
15065,10,43,53,10,33,Dragonslayer,20
15066,45,62,6,24,14,Humblescrumble,41
15067,9,33,28,53,23,Humblescrumble,23
15068,57,30,16,29,22,Dragonslayer,24
15069,8,15,39,29,10,Dragonslayer,25
15070,26,12,4,40,22,Serpentyne,21
15071,61,28,31,29,66,Serpentyne,42
15072,9,39,18,11,14,Humblescrumble,23
15073,33,69,23,13,9,Serpentyne,3
15074,27,25,14,23,61,Dragonslayer,14
15075,11,43,8,18,31,Humblescrumble,21
15076,21,18,29,7,59,Humblescrumble,21
15077,24,14,31,10,40,Serpentyne,20
15078,48,24,16,48,15,Serpentyne,33
15079,17,52,34,25,40,Humblescrumble,23
15080,37,57,30,33,48,Dragonslayer,45
15081,10,25,25,58,13,Humblescrumble,19
15082,28,40,23,20,23,Humblescrumble,23
15083,55,39,56,21,48,Dragonslayer,25
15084,45,15,4,34,33,Humblescrumble,17
15085,60,14,8,37,17,Thought-Talon,13
15086,17,20,29,51,40,Dragonslayer,17
15087,28,5,28,4,17,Thought-Talon,14
15088,50,35,26,18,41,Thought-Talon,27
15089,25,33,15,25,20,Dragonslayer,21
15090,15,13,46,16,17,Dragonslayer,17
15091,29,54,26,43,59,Dragonslayer,32
15092,9,64,35,26,41,Dragonslayer,18
15093,12,5,30,38,21,Serpentyne,12
15094,10,35,30,38,56,Humblescrumble,20
15095,42,22,44,13,8,Dragonslayer,14
15096,60,15,21,59,52,Thought-Talon,39
15097,23,38,10,28,64,Humblescrumble,25
15098,27,27,15,20,45,Dragonslayer,16
15099,25,42,44,50,54,Thought-Talon,21
15100,28,21,50,30,8,Serpentyne,24
15101,34,38,45,34,16,Humblescrumble,17
15102,10,32,33,27,46,Humblescrumble,18
15103,17,16,40,20,54,Humblescrumble,27
15104,47,44,34,28,26,Dragonslayer,34
15105,29,33,28,22,58,Humblescrumble,16
15106,56,52,36,10,8,Humblescrumble,39
15107,41,48,38,23,24,Humblescrumble,27
15108,4,34,28,44,35,Humblescrumble,30
15109,27,70,28,61,22,Dragonslayer,24
15110,29,29,57,36,40,Thought-Talon,30
15111,57,16,47,49,23,Serpentyne,29
15112,21,32,40,34,19,Dragonslayer,18
15113,17,25,18,55,62,Thought-Talon,20
15114,42,54,16,41,28,Thought-Talon,20
15115,5,47,29,26,23,Serpentyne,8
15116,32,29,8,10,44,Dragonslayer,10
15117,59,34,30,42,29,Humblescrumble,16
15118,54,52,47,41,28,Serpentyne,33
15119,15,3,67,19,40,Dragonslayer,13
15120,19,10,52,29,48,Dragonslayer,26
15121,59,12,20,31,42,Dragonslayer,13
15122,32,56,11,23,48,Humblescrumble,37
15123,9,14,55,4,33,Humblescrumble,16
15124,45,24,16,16,35,Thought-Talon,35
15125,27,31,13,25,46,Humblescrumble,20
15126,33,27,25,46,39,Dragonslayer,23
15127,48,26,44,24,46,Serpentyne,29
15128,12,14,27,37,20,Serpentyne,16
15129,30,20,9,64,14,Serpentyne,34
15130,28,43,55,35,26,Dragonslayer,26
15131,14,26,13,22,18,Humblescrumble,15
15132,24,35,30,17,28,Dragonslayer,18
15133,28,40,47,28,34,Dragonslayer,35
15134,57,17,14,53,44,Thought-Talon,37
15135,44,7,58,21,8,Dragonslayer,20
15136,21,12,5,57,27,Thought-Talon,13
15137,62,13,29,31,32,Thought-Talon,27
15138,24,28,44,14,49,Thought-Talon,29
15139,3,13,23,34,38,Thought-Talon,0
15140,16,13,36,32,37,Dragonslayer,24
15141,40,47,53,17,3,Dragonslayer,20
15142,23,49,42,31,39,Dragonslayer,22
15143,29,38,43,57,11,Thought-Talon,13
15144,17,36,62,46,6,Dragonslayer,38
15145,52,52,24,37,41,Humblescrumble,39
15146,13,24,31,18,19,Dragonslayer,19
15147,10,43,38,54,14,Dragonslayer,25
15148,22,50,33,18,16,Humblescrumble,19
15149,22,18,33,20,36,Dragonslayer,19
15150,48,25,21,21,40,Thought-Talon,39
15151,66,47,38,22,17,Thought-Talon,26
15152,24,16,43,44,45,Dragonslayer,26
15153,8,18,32,12,28,Dragonslayer,14
15154,44,42,17,28,51,Serpentyne,32
15155,56,27,51,27,23,Dragonslayer,25
15156,14,21,23,30,46,Humblescrumble,18
15157,42,54,55,69,37,Dragonslayer,43
15158,9,19,30,13,19,Serpentyne,9
15159,74,36,39,28,57,Thought-Talon,56
15160,37,52,51,40,17,Humblescrumble,34
15161,22,32,58,31,51,Dragonslayer,28
15162,33,25,48,59,27,Dragonslayer,36
15163,6,12,33,35,32,Dragonslayer,19
15164,20,42,51,25,26,Dragonslayer,16
15165,19,54,41,62,26,Dragonslayer,30
15166,59,25,47,12,13,Dragonslayer,18
15167,26,14,38,33,26,Serpentyne,15
15168,30,14,40,21,34,Dragonslayer,19
15169,46,5,7,17,19,Thought-Talon,16
15170,57,23,35,38,50,Serpentyne,30
15171,26,21,11,46,32,Serpentyne,31
15172,54,26,13,10,26,Humblescrumble,12
15173,46,25,43,13,34,Thought-Talon,36
15174,50,51,31,28,43,Thought-Talon,40
15175,14,11,48,36,51,Humblescrumble,22
15176,25,42,35,25,21,Dragonslayer,28
15177,7,22,19,11,36,Humblescrumble,16
15178,37,35,37,43,53,Serpentyne,33
15179,52,42,27,15,38,Thought-Talon,34
15180,33,17,15,36,55,Serpentyne,31
15181,27,41,62,25,55,Dragonslayer,32
15182,42,10,24,11,32,Thought-Talon,26
15183,65,54,19,27,27,Thought-Talon,25
15184,26,36,29,30,11,Humblescrumble,18
15185,42,41,19,16,27,Thought-Talon,20
15186,9,46,55,48,53,Thought-Talon,8
15187,24,55,33,8,19,Humblescrumble,27
15188,9,33,46,36,20,Dragonslayer,26
15189,28,25,61,53,32,Dragonslayer,41
15190,23,10,61,48,58,Thought-Talon,11
15191,47,69,43,20,33,Dragonslayer,24
15192,20,20,26,54,29,Dragonslayer,29
15193,28,47,24,6,50,Serpentyne,28
15194,63,29,8,31,30,Thought-Talon,40
15195,43,20,51,56,21,Serpentyne,40
15196,58,46,34,23,20,Dragonslayer,20
15197,33,42,45,43,44,Dragonslayer,39
15198,33,34,46,37,38,Dragonslayer,36
15199,57,65,14,16,30,Humblescrumble,45
15200,44,13,29,9,28,Thought-Talon,25
15201,10,44,40,24,61,Serpentyne,16
15202,49,15,51,51,11,Serpentyne,33
15203,54,52,35,60,62,Dragonslayer,32
15204,49,44,24,62,52,Thought-Talon,32
15205,16,5,5,15,27,Humblescrumble,22
15206,37,60,28,12,54,Dragonslayer,14
15207,60,10,39,57,28,Serpentyne,39
15208,17,56,8,29,26,Humblescrumble,29
15209,63,15,12,42,36,Thought-Talon,30
15210,16,12,35,41,54,Thought-Talon,8
15211,64,22,44,31,16,Dragonslayer,22
15212,26,74,43,49,33,Thought-Talon,26
15213,33,43,65,14,7,Humblescrumble,29
15214,46,27,36,9,28,Humblescrumble,16
15215,17,32,51,17,58,Humblescrumble,17
15216,18,50,21,2,1,Humblescrumble,21
15217,10,48,65,20,16,Dragonslayer,19
15218,21,6,30,17,70,Humblescrumble,31
15219,37,12,34,27,63,Thought-Talon,21
15220,37,45,32,59,15,Humblescrumble,35
15221,31,20,52,10,22,Thought-Talon,21
15222,10,66,59,22,22,Serpentyne,14
15223,36,11,49,35,32,Dragonslayer,24
15224,24,19,35,53,17,Thought-Talon,11
15225,59,41,33,28,16,Humblescrumble,23
15226,26,60,32,45,18,Serpentyne,26
15227,12,30,12,38,63,Thought-Talon,14
15228,13,52,11,17,42,Humblescrumble,18
15229,22,14,58,31,55,Dragonslayer,31
15230,15,29,12,33,41,Humblescrumble,25
15231,26,38,36,10,23,Thought-Talon,25
15232,29,53,23,36,22,Dragonslayer,21
15233,52,46,57,46,60,Dragonslayer,55
15234,27,25,56,34,34,Dragonslayer,27
15235,49,68,35,36,14,Humblescrumble,56
15236,49,38,24,60,47,Humblescrumble,26
15237,28,20,35,22,12,Dragonslayer,22
15238,24,26,65,23,46,Serpentyne,23
15239,11,52,32,43,22,Humblescrumble,23
15240,35,31,49,15,25,Thought-Talon,31
15241,3,33,9,37,50,Humblescrumble,20
15242,43,57,19,33,66,Humblescrumble,38
15243,60,31,62,19,50,Dragonslayer,26
15244,37,28,59,30,43,Dragonslayer,22
15245,29,2,53,40,23,Serpentyne,22
15246,21,40,31,4,39,Thought-Talon,20
15247,14,14,25,38,9,Humblescrumble,16
15248,58,24,31,19,37,Thought-Talon,32
15249,59,15,37,40,13,Serpentyne,31
15250,8,36,41,39,26,Dragonslayer,21
15251,42,18,34,34,52,Serpentyne,26
15252,33,25,21,53,45,Thought-Talon,25
15253,54,22,46,8,25,Thought-Talon,26
15254,10,23,33,25,64,Humblescrumble,19
15255,24,38,28,54,23,Dragonslayer,31
15256,35,64,34,62,26,Humblescrumble,37
15257,41,44,39,41,26,Dragonslayer,35
15258,32,17,28,18,58,Serpentyne,34
15259,41,23,35,59,26,Serpentyne,38
15260,27,17,22,12,25,Thought-Talon,14
15261,25,57,45,5,47,Thought-Talon,24
15262,20,51,19,49,16,Humblescrumble,19
15263,14,57,19,52,49,Serpentyne,21
15264,7,45,8,48,16,Humblescrumble,25
15265,16,20,7,22,17,Humblescrumble,17
15266,35,47,43,15,59,Thought-Talon,50
15267,64,15,17,33,6,Dragonslayer,6
15268,37,3,17,43,33,Thought-Talon,28
15269,29,18,19,40,27,Thought-Talon,23
15270,15,30,51,41,12,Dragonslayer,30
15271,21,44,15,34,70,Thought-Talon,12
15272,26,15,52,74,24,Thought-Talon,19
15273,26,62,15,41,16,Serpentyne,26
15274,38,8,38,44,50,Dragonslayer,24
15275,15,52,50,22,19,Humblescrumble,19
15276,53,22,26,34,32,Serpentyne,18
15277,47,40,14,24,41,Serpentyne,27
15278,33,55,39,12,34,Thought-Talon,31
15279,12,18,19,50,7,Thought-Talon,7
15280,15,38,31,38,40,Dragonslayer,22
15281,31,14,22,54,37,Humblescrumble,23
15282,7,21,18,48,5,Serpentyne,10
15283,27,22,4,21,46,Humblescrumble,21
15284,41,2,40,10,32,Thought-Talon,24
15285,40,27,36,45,26,Thought-Talon,29
15286,43,31,48,57,32,Dragonslayer,32
15287,39,52,21,6,20,Humblescrumble,36
15288,18,41,54,33,23,Dragonslayer,25
15289,25,30,31,9,35,Thought-Talon,23
15290,27,38,49,47,47,Dragonslayer,27
